# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,morning_base_score,morning_base_band,midday_base_score,midday_base_band,dinner_base_score,dinner_base_band,late_base_score,late_base_band
Downtown Detroit (Core),Sports Bar,Sun,0.0,Minimal,19.8,Minimal,28.3,Light,7.8,Minimal
Downtown Detroit (Core),Cocktail Lounge,Mon,0.0,Minimal,0.4,Minimal,2.8,Minimal,1.9,Minimal
Downtown Detroit (Core),Cocktail Lounge,Tue,0.0,Minimal,0.7,Minimal,5.1,Minimal,3.6,Minimal
Downtown Detroit (Core),Cocktail Lounge,Wed,0.0,Minimal,1.7,Minimal,12.1,Minimal,8.4,Minimal
Downtown Detroit (Core),Cocktail Lounge,Thu,0.0,Minimal,4.7,Minimal,31.7,Light,25.0,Light
Downtown Detroit (Core),Cocktail Lounge,Fri,0.0,Minimal,4.6,Minimal,46.5,Moderate,45.2,Moderate
Downtown Detroit (Core),Cocktail Lounge,Sat,0.0,Minimal,4.6,Minimal,46.1,Moderate,44.7,Moderate
Downtown Detroit (Core),Cocktail Lounge,Sun,0.0,Minimal,1.2,Minimal,8.4,Minimal,5.8,Minimal
Woodward Core,Neighborhood / Casual Bar,Mon,0.0,Minimal,10.3,Minimal,18.6,Minimal,11.4,Minimal
Woodward Core,Neighborhood / Casual Bar,Tue,0.0,Minimal,10.6,Minimal,19.0,Minimal,11.6,Minimal
Woodward Core,Neighborhood / Casual Bar,Wed,0.0,Minimal,11.8,Minimal,21.2,Light,12.9,Minimal
Woodward Core,Neighborhood / Casual Bar,Thu,0.0,Minimal,12.2,Minimal,23.2,Light,16.4,Minimal
Woodward Core,Neighborhood / Casual Bar,Fri,0.0,Minimal,14.8,Minimal,32.8,Light,26.0,Light
Woodward Core,Neighborhood / Casual Bar,Sat,0.0,Minimal,16.3,Minimal,36.3,Light,28.8,Light
Woodward Core,Neighborhood / Casual Bar,Sun,0.0,Minimal,13.8,Minimal,23.7,Light,12.4,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Mon,0.0,Minimal,6.4,Minimal,17.3,Minimal,18.2,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Tue,0.0,Minimal,6.5,Minimal,17.6,Minimal,18.5,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Wed,0.0,Minimal,7.3,Minimal,19.7,Minimal,20.8,Light
Greektown / Casino District,Neighborhood / Casual Bar,Thu,0.0,Minimal,7.7,Minimal,22.0,Light,26.8,Light
Greektown / Casino District,Neighborhood / Casual Bar,Fri,0.0,Minimal,9.4,Minimal,31.4,Light,42.9,Moderate
Greektown / Casino District,Neighborhood / Casual Bar,Sat,0.0,Minimal,10.7,Minimal,35.9,Light,49.1,Moderate
Greektown / Casino District,Neighborhood / Casual Bar,Sun,0.0,Minimal,9.0,Minimal,23.3,Light,21.0,Light
Financial District,Neighborhood / Casual Bar,Mon,0.0,Minimal,7.6,Minimal,8.3,Minimal,1.2,Minimal
Financial District,Neighborhood / Casual Bar,Tue,0.0,Minimal,7.8,Minimal,8.6,Minimal,1.3,Minimal
Financial District,Neighborhood / Casual Bar,Wed,0.0,Minimal,8.8,Minimal,9.7,Minimal,1.4,Minimal
Financial District,Neighborhood / Casual Bar,Thu,0.0,Minimal,8.9,Minimal,10.3,Minimal,1.7,Minimal
Financial District,Neighborhood / Casual Bar,Fri,0.0,Minimal,10.3,Minimal,14.0,Minimal,2.6,Minimal
Financial District,Neighborhood / Casual Bar,Sat,0.0,Minimal,11.8,Minimal,15.9,Minimal,3.0,Minimal
Financial District,Neighborhood / Casual Bar,Sun,0.0,Minimal,10.2,Minimal,10.7,Minimal,1.3,Minimal
Midtown,Neighborhood / Casual Bar,Mon,0.0,Minimal,7.0,Minimal,11.9,Minimal,7.0,Minimal
Midtown,Neighborhood / Casual Bar,Tue,0.0,Minimal,7.1,Minimal,12.1,Minimal,7.1,Minimal
Midtown,Neighborhood / Casual Bar,Wed,0.0,Minimal,8.0,Minimal,13.6,Minimal,8.0,Minimal
Midtown,Neighborhood / Casual Bar,Thu,0.0,Minimal,8.3,Minimal,14.9,Minimal,10.1,Minimal
Midtown,Neighborhood / Casual Bar,Fri,0.0,Minimal,9.9,Minimal,20.8,Light,15.8,Minimal
Midtown,Neighborhood / Casual Bar,Sat,0.0,Minimal,11.2,Minimal,23.5,Light,18.0,Minimal
Midtown,Neighborhood / Casual Bar,Sun,0.0,Minimal,9.5,Minimal,15.4,Minimal,7.8,Minimal
Corktown,Neighborhood / Casual Bar,Mon,0.0,Minimal,5.0,Minimal,15.2,Minimal,12.2,Minimal
Corktown,Neighborhood / Casual Bar,Tue,0.0,Minimal,5.1,Minimal,15.6,Minimal,12.5,Minimal
Corktown,Neighborhood / Casual Bar,Wed,0.0,Minimal,5.7,Minimal,17.6,Minimal,14.1,Minimal
Corktown,Neighborhood / Casual Bar,Thu,0.0,Minimal,6.1,Minimal,19.8,Minimal,18.4,Minimal
Corktown,Neighborhood / Casual Bar,Fri,0.0,Minimal,7.5,Minimal,28.5,Light,29.5,Light
Corktown,Neighborhood / Casual Bar,Sat,0.0,Minimal,8.6,Minimal,32.6,Light,33.9,Light
Corktown,Neighborhood / Casual Bar,Sun,0.0,Minimal,7.4,Minimal,21.9,Light,15.0,Minimal
Eastern Market,Neighborhood / Casual Bar,Mon,0.0,Minimal,7.3,Minimal,5.5,Minimal,2.4,Minimal
Eastern Market,Neighborhood / Casual Bar,Tue,0.0,Minimal,7.4,Minimal,5.7,Minimal,2.4,Minimal
Eastern Market,Neighborhood / Casual Bar,Wed,0.0,Minimal,8.3,Minimal,6.3,Minimal,2.7,Minimal
Eastern Market,Neighborhood / Casual Bar,Thu,0.0,Minimal,8.8,Minimal,7.1,Minimal,3.5,Minimal
Eastern Market,Neighborhood / Casual Bar,Fri,0.0,Minimal,10.9,Minimal,10.3,Minimal,5.7,Minimal
Eastern Market,Neighborhood / Casual Bar,Sat,0.0,Minimal,13.9,Minimal,13.1,Minimal,7.3,Minimal
Eastern Market,Neighborhood / Casual Bar,Sun,0.0,Minimal,11.8,Minimal,8.6,Minimal,3.1,Minimal
New Center / North End,Neighborhood / Casual Bar,Mon,0.0,Minimal,6.0,Minimal,5.4,Minimal,1.8,Minimal
New Center / North End,Neighborhood / Casual Bar,Tue,0.0,Minimal,6.2,Minimal,5.6,Minimal,1.9,Minimal
New Center / North End,Neighborhood / Casual Bar,Wed,0.0,Minimal,6.9,Minimal,6.2,Minimal,2.1,Minimal
New Center / North End,Neighborhood / Casual Bar,Thu,0.0,Minimal,6.9,Minimal,6.6,Minimal,2.5,Minimal
New Center / North End,Neighborhood / Casual Bar,Fri,0.0,Minimal,8.2,Minimal,9.1,Minimal,3.9,Minimal
New Center / North End,Neighborhood / Casual Bar,Sat,0.0,Minimal,8.1,Minimal,9.0,Minimal,3.9,Minimal
New Center / North End,Neighborhood / Casual Bar,Sun,0.0,Minimal,6.7,Minimal,5.8,Minimal,1.7,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Mon,0.0,Minimal,7.9,Minimal,11.1,Minimal,5.5,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Tue,0.0,Minimal,8.0,Minimal,11.2,Minimal,5.6,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Wed,0.0,Minimal,9.0,Minimal,12.6,Minimal,6.3,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Thu,0.0,Minimal,9.5,Minimal,14.0,Minimal,8.1,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Fri,0.0,Minimal,11.9,Minimal,20.5,Light,13.3,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Sat,0.0,Minimal,13.9,Minimal,24.1,Light,15.6,Minimal
Riverfront / RiverWalk,Neighborhood / Casual Bar,Sun,0.0,Minimal,12.9,Minimal,17.2,Minimal,7.4,Minimal
Core City / Woodbridge,Neighborhood / Casual Bar,Mon,0.0,Minimal,3.8,Minimal,11.6,Minimal,9.1,Minimal
Core City / Woodbridge,Neighborhood / Casual Bar,Tue,0.0,Minimal,3.9,Minimal,11.9,Minimal,9.3,Minimal
Core City / Woodbridge,Neighborhood / Casual Bar,Wed,0.0,Minimal,4.4,Minimal,13.4,Minimal,10.4,Minimal
Core City / Woodbridge,Neighborhood / Casual Bar,Thu,0.0,Minimal,4.6,Minimal,15.1,Minimal,13.6,Minimal
Core City / Woodbridge,Neighborhood / Casual Bar,Fri,0.0,Minimal,5.8,Minimal,21.8,Light,22.1,Light
Core City / Woodbridge,Neighborhood / Casual Bar,Sat,0.0,Minimal,6.8,Minimal,25.8,Light,26.1,Light
Core City / Woodbridge,Neighborhood / Casual Bar,Sun,0.0,Minimal,5.7,Minimal,16.7,Minimal,11.2,Minimal
Mexicantown,Neighborhood / Casual Bar,Mon,0.0,Minimal,5.9,Minimal,11.3,Minimal,5.4,Minimal
Mexicantown,Neighborhood / Casual Bar,Tue,0.0,Minimal,5.9,Minimal,11.3,Minimal,5.4,Minimal
Mexicantown,Neighborhood / Casual Bar,Wed,0.0,Minimal,6.6,Minimal,12.6,Minimal,6.0,Minimal
Mexicantown,Neighborhood / Casual Bar,Thu,0.0,Minimal,6.9,Minimal,13.8,Minimal,7.6,Minimal
Mexicantown,Neighborhood / Casual Bar,Fri,0.0,Minimal,8.4,Minimal,19.8,Minimal,12.2,Minimal
Mexicantown,Neighborhood / Casual Bar,Sat,0.0,Minimal,9.7,Minimal,22.8,Light,14.0,Minimal
Mexicantown,Neighborhood / Casual Bar,Sun,0.0,Minimal,8.8,Minimal,15.9,Minimal,6.5,Minimal
Foxtown / Stadium District,Neighborhood / Casual Bar,Mon,0.0,Minimal,7.1,Minimal,18.0,Minimal,19.6,Minimal
Foxtown / Stadium District,Neighborhood / Casual Bar,Tue,0.0,Minimal,7.2,Minimal,18.5,Minimal,20.1,Light
Foxtown / Stadium District,Neighborhood / Casual Bar,Wed,0.0,Minimal,8.1,Minimal,20.6,Light,22.4,Light
Foxtown / Stadium District,Neighborhood / Casual Bar,Thu,0.0,Minimal,8.4,Minimal,22.6,Light,28.4,Light
Foxtown / Stadium District,Neighborhood / Casual Bar,Fri,0.0,Minimal,10.1,Minimal,31.9,Light,45.0,Moderate
Foxtown / Stadium District,Neighborhood / Casual Bar,Sat,0.0,Minimal,11.2,Minimal,35.2,Light,49.7,Moderate
Foxtown / Stadium District,Neighborhood / Casual Bar,Sun,0.0,Minimal,9.5,Minimal,23.1,Light,21.5,Light
Southwest Detroit,Neighborhood / Casual Bar,Mon,0.0,Minimal,5.7,Minimal,10.8,Minimal,5.1,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Tue,0.0,Minimal,5.7,Minimal,10.8,Minimal,5.1,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Wed,0.0,Minimal,6.3,Minimal,12.0,Minimal,5.7,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Thu,0.0,Minimal,6.5,Minimal,13.1,Minimal,7.2,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Fri,0.0,Minimal,8.0,Minimal,18.8,Minimal,11.6,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Sat,0.0,Minimal,9.2,Minimal,21.7,Light,13.3,Minimal
Southwest Detroit,Neighborhood / Casual Bar,Sun,0.0,Minimal,8.3,Minimal,15.1,Minimal,6.1,Minimal
Downtown Detroit (Core),Neighborhood / Casual Bar,Mon,0.0,Minimal,8.7,Minimal,14.0,Minimal,8.7,Minimal
Downtown Detroit (Core),Neighborhood / Casual Bar,Tue,0.0,Minimal,8.9,Minimal,14.3,Minimal,8.9,Minimal
Downtown Detroit (Core),Neighborhood / Casual Bar,Wed,0.0,Minimal,9.9,Minimal,15.9,Minimal,9.9,Minimal
Downtown Detroit (Core),Neighborhood / Casual Bar,Thu,0.0,Minimal,10.4,Minimal,17.5,Minimal,12.7,Minimal
Downtown Detroit (Core),Neighborhood / Casual Bar,Fri,0.0,Minimal,12.5,Minimal,24.7,Light,20.0,Light
Downtown Detroit (Core),Neighborhood / Casual Bar,Sat,0.0,Minimal,13.8,Minimal,27.3,Light,22.1,Light
Downtown Detroit (Core),Neighborhood / Casual Bar,Sun,0.0,Minimal,11.7,Minimal,17.9,Minimal,9.6,Minimal
