# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,daypart,window,base_score,base_band
Greektown / Casino District,Fast Casual,Tue,morning,06:00-11:00,4.8,Minimal
Greektown / Casino District,Fast Casual,Tue,midday,11:00-16:00,34.5,Light
Greektown / Casino District,Fast Casual,Tue,dinner,16:00-21:00,17.4,Minimal
Greektown / Casino District,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Fast Casual,Wed,morning,06:00-11:00,5.4,Minimal
Greektown / Casino District,Fast Casual,Wed,midday,11:00-16:00,39.1,Light
Greektown / Casino District,Fast Casual,Wed,dinner,16:00-21:00,19.7,Minimal
Greektown / Casino District,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Fast Casual,Thu,morning,06:00-11:00,5.7,Minimal
Greektown / Casino District,Fast Casual,Thu,midday,11:00-16:00,38.7,Light
Greektown / Casino District,Fast Casual,Thu,dinner,16:00-21:00,24.5,Light
Greektown / Casino District,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Fast Casual,Fri,morning,06:00-11:00,6.0,Minimal
Greektown / Casino District,Fast Casual,Fri,midday,11:00-16:00,40.7,Moderate
Greektown / Casino District,Fast Casual,Fri,dinner,16:00-21:00,25.7,Light
Greektown / Casino District,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Fast Casual,Sat,morning,06:00-11:00,3.7,Minimal
Greektown / Casino District,Fast Casual,Sat,midday,11:00-16:00,29.9,Light
Greektown / Casino District,Fast Casual,Sat,dinner,16:00-21:00,24.3,Light
Greektown / Casino District,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Fast Casual,Sun,morning,06:00-11:00,2.1,Minimal
Greektown / Casino District,Fast Casual,Sun,midday,11:00-16:00,17.0,Minimal
Greektown / Casino District,Fast Casual,Sun,dinner,16:00-21:00,13.9,Minimal
Greektown / Casino District,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Mon,morning,06:00-11:00,17.9,Minimal
Greektown / Casino District,Coffee Shop,Mon,midday,11:00-16:00,17.7,Minimal
Greektown / Casino District,Coffee Shop,Mon,dinner,16:00-21:00,4.3,Minimal
Greektown / Casino District,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Tue,morning,06:00-11:00,19.4,Minimal
Greektown / Casino District,Coffee Shop,Tue,midday,11:00-16:00,19.2,Minimal
Greektown / Casino District,Coffee Shop,Tue,dinner,16:00-21:00,4.6,Minimal
Greektown / Casino District,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Wed,morning,06:00-11:00,21.8,Light
Greektown / Casino District,Coffee Shop,Wed,midday,11:00-16:00,21.7,Light
Greektown / Casino District,Coffee Shop,Wed,dinner,16:00-21:00,5.2,Minimal
Greektown / Casino District,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Thu,morning,06:00-11:00,22.1,Light
Greektown / Casino District,Coffee Shop,Thu,midday,11:00-16:00,22.7,Light
Greektown / Casino District,Coffee Shop,Thu,dinner,16:00-21:00,7.2,Minimal
Greektown / Casino District,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Fri,morning,06:00-11:00,21.7,Light
Greektown / Casino District,Coffee Shop,Fri,midday,11:00-16:00,23.5,Light
Greektown / Casino District,Coffee Shop,Fri,dinner,16:00-21:00,10.3,Minimal
Greektown / Casino District,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Sat,morning,06:00-11:00,15.3,Minimal
Greektown / Casino District,Coffee Shop,Sat,midday,11:00-16:00,22.3,Light
Greektown / Casino District,Coffee Shop,Sat,dinner,16:00-21:00,9.1,Minimal
Greektown / Casino District,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Coffee Shop,Sun,morning,06:00-11:00,8.4,Minimal
Greektown / Casino District,Coffee Shop,Sun,midday,11:00-16:00,14.0,Minimal
Greektown / Casino District,Coffee Shop,Sun,dinner,16:00-21:00,5.3,Minimal
Greektown / Casino District,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,8.4,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,11.4,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.7,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,8.6,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,11.7,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.7,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,9.7,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,13.3,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.8,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,11.9,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,17.7,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,2.2,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,15.2,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,25.4,Light
Greektown / Casino District,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,4.5,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,21.4,Light
Greektown / Casino District,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,57.3,Moderate
Greektown / Casino District,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,5.4,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,17.4,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,53.9,Moderate
Greektown / Casino District,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,3.5,Minimal
Greektown / Casino District,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Mon,midday,11:00-16:00,8.3,Minimal
Greektown / Casino District,Sports Bar,Mon,dinner,16:00-21:00,23.3,Light
Greektown / Casino District,Sports Bar,Mon,late,21:00-02:00,10.8,Minimal
Greektown / Casino District,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Tue,midday,11:00-16:00,8.2,Minimal
Greektown / Casino District,Sports Bar,Tue,dinner,16:00-21:00,22.4,Light
Greektown / Casino District,Sports Bar,Tue,late,21:00-02:00,10.0,Minimal
Greektown / Casino District,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Wed,midday,11:00-16:00,9.5,Minimal
Greektown / Casino District,Sports Bar,Wed,dinner,16:00-21:00,25.9,Light
Greektown / Casino District,Sports Bar,Wed,late,21:00-02:00,11.5,Minimal
Greektown / Casino District,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Thu,midday,11:00-16:00,11.0,Minimal
Greektown / Casino District,Sports Bar,Thu,dinner,16:00-21:00,35.3,Light
Greektown / Casino District,Sports Bar,Thu,late,21:00-02:00,18.6,Minimal
Greektown / Casino District,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Fri,midday,11:00-16:00,15.5,Minimal
Greektown / Casino District,Sports Bar,Fri,dinner,16:00-21:00,39.0,Light
Greektown / Casino District,Sports Bar,Fri,late,21:00-02:00,47.7,Moderate
Greektown / Casino District,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Sat,midday,11:00-16:00,21.9,Light
Greektown / Casino District,Sports Bar,Sat,dinner,16:00-21:00,42.7,Moderate
Greektown / Casino District,Sports Bar,Sat,late,21:00-02:00,48.7,Moderate
Greektown / Casino District,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Sports Bar,Sun,midday,11:00-16:00,15.3,Minimal
Greektown / Casino District,Sports Bar,Sun,dinner,16:00-21:00,37.1,Light
Greektown / Casino District,Sports Bar,Sun,late,21:00-02:00,17.2,Minimal
Greektown / Casino District,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Mon,midday,11:00-16:00,0.3,Minimal
Greektown / Casino District,Cocktail Lounge,Mon,dinner,16:00-21:00,3.4,Minimal
Greektown / Casino District,Cocktail Lounge,Mon,late,21:00-02:00,3.9,Minimal
Greektown / Casino District,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Tue,midday,11:00-16:00,0.5,Minimal
Greektown / Casino District,Cocktail Lounge,Tue,dinner,16:00-21:00,6.2,Minimal
Greektown / Casino District,Cocktail Lounge,Tue,late,21:00-02:00,7.3,Minimal
Greektown / Casino District,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Wed,midday,11:00-16:00,1.2,Minimal
Greektown / Casino District,Cocktail Lounge,Wed,dinner,16:00-21:00,15.1,Minimal
Greektown / Casino District,Cocktail Lounge,Wed,late,21:00-02:00,17.6,Minimal
Greektown / Casino District,Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Thu,midday,11:00-16:00,3.5,Minimal
Greektown / Casino District,Cocktail Lounge,Thu,dinner,16:00-21:00,39.9,Light
Greektown / Casino District,Cocktail Lounge,Thu,late,21:00-02:00,53.1,Moderate
Greektown / Casino District,Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Fri,midday,11:00-16:00,3.2,Minimal
Greektown / Casino District,Cocktail Lounge,Fri,dinner,16:00-21:00,55.7,Moderate
Greektown / Casino District,Cocktail Lounge,Fri,late,21:00-02:00,91.0,Peak
Greektown / Casino District,Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Sat,midday,11:00-16:00,3.2,Minimal
Greektown / Casino District,Cocktail Lounge,Sat,dinner,16:00-21:00,55.7,Moderate
Greektown / Casino District,Cocktail Lounge,Sat,late,21:00-02:00,91.0,Peak
Greektown / Casino District,Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Cocktail Lounge,Sun,midday,11:00-16:00,0.9,Minimal
Greektown / Casino District,Cocktail Lounge,Sun,dinner,16:00-21:00,11.0,Minimal
Greektown / Casino District,Cocktail Lounge,Sun,late,21:00-02:00,12.8,Minimal
Financial District,Fine Dining,Mon,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Mon,midday,11:00-16:00,2.0,Minimal
Financial District,Fine Dining,Mon,dinner,16:00-21:00,3.9,Minimal
Financial District,Fine Dining,Mon,late,21:00-02:00,0.1,Minimal
Financial District,Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Tue,midday,11:00-16:00,4.7,Minimal
Financial District,Fine Dining,Tue,dinner,16:00-21:00,8.2,Minimal
Financial District,Fine Dining,Tue,late,21:00-02:00,0.1,Minimal
Financial District,Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Wed,midday,11:00-16:00,9.2,Minimal
Financial District,Fine Dining,Wed,dinner,16:00-21:00,16.1,Minimal
Financial District,Fine Dining,Wed,late,21:00-02:00,0.3,Minimal
Financial District,Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Thu,midday,11:00-16:00,16.4,Minimal
Financial District,Fine Dining,Thu,dinner,16:00-21:00,30.6,Light
Financial District,Fine Dining,Thu,late,21:00-02:00,0.8,Minimal
Financial District,Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Fri,midday,11:00-16:00,16.7,Minimal
Financial District,Fine Dining,Fri,dinner,16:00-21:00,39.9,Light
Financial District,Fine Dining,Fri,late,21:00-02:00,1.8,Minimal
Financial District,Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Sat,midday,11:00-16:00,18.5,Minimal
Financial District,Fine Dining,Sat,dinner,16:00-21:00,44.2,Moderate
Financial District,Fine Dining,Sat,late,21:00-02:00,2.0,Minimal
Financial District,Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
Financial District,Fine Dining,Sun,midday,11:00-16:00,2.7,Minimal
Financial District,Fine Dining,Sun,dinner,16:00-21:00,5.5,Minimal
Financial District,Fine Dining,Sun,late,21:00-02:00,0.1,Minimal
Financial District,Upscale Casual,Mon,morning,06:00-11:00,0.7,Minimal
Financial District,Upscale Casual,Mon,midday,11:00-16:00,6.5,Minimal
Financial District,Upscale Casual,Mon,dinner,16:00-21:00,6.2,Minimal
Financial District,Upscale Casual,Mon,late,21:00-02:00,0.1,Minimal
Financial District,Upscale Casual,Tue,morning,06:00-11:00,1.1,Minimal
Financial District,Upscale Casual,Tue,midday,11:00-16:00,10.6,Minimal
Financial District,Upscale Casual,Tue,dinner,16:00-21:00,10.2,Minimal
Financial District,Upscale Casual,Tue,late,21:00-02:00,0.2,Minimal
Financial District,Upscale Casual,Wed,morning,06:00-11:00,1.7,Minimal
Financial District,Upscale Casual,Wed,midday,11:00-16:00,15.6,Minimal
Financial District,Upscale Casual,Wed,dinner,16:00-21:00,16.0,Minimal
Financial District,Upscale Casual,Wed,late,21:00-02:00,0.4,Minimal
Financial District,Upscale Casual,Thu,morning,06:00-11:00,2.4,Minimal
Financial District,Upscale Casual,Thu,midday,11:00-16:00,21.0,Light
Financial District,Upscale Casual,Thu,dinner,16:00-21:00,22.7,Light
Financial District,Upscale Casual,Thu,late,21:00-02:00,0.7,Minimal
Financial District,Upscale Casual,Fri,morning,06:00-11:00,3.0,Minimal
Financial District,Upscale Casual,Fri,midday,11:00-16:00,20.6,Light
Financial District,Upscale Casual,Fri,dinner,16:00-21:00,28.4,Light
Financial District,Upscale Casual,Fri,late,21:00-02:00,1.4,Minimal
Financial District,Upscale Casual,Sat,morning,06:00-11:00,5.4,Minimal
Financial District,Upscale Casual,Sat,midday,11:00-16:00,31.1,Light
Financial District,Upscale Casual,Sat,dinner,16:00-21:00,27.4,Light
Financial District,Upscale Casual,Sat,late,21:00-02:00,1.2,Minimal
Financial District,Upscale Casual,Sun,morning,06:00-11:00,2.1,Minimal
Financial District,Upscale Casual,Sun,midday,11:00-16:00,14.0,Minimal
Financial District,Upscale Casual,Sun,dinner,16:00-21:00,11.4,Minimal
Financial District,Upscale Casual,Sun,late,21:00-02:00,0.2,Minimal
Financial District,Casual Dining,Mon,morning,06:00-11:00,2.0,Minimal
Financial District,Casual Dining,Mon,midday,11:00-16:00,14.3,Minimal
Financial District,Casual Dining,Mon,dinner,16:00-21:00,9.7,Minimal
Financial District,Casual Dining,Mon,late,21:00-02:00,0.2,Minimal
Financial District,Casual Dining,Tue,morning,06:00-11:00,2.4,Minimal
Financial District,Casual Dining,Tue,midday,11:00-16:00,17.3,Minimal
Financial District,Casual Dining,Tue,dinner,16:00-21:00,11.8,Minimal
Financial District,Casual Dining,Tue,late,21:00-02:00,0.3,Minimal
Financial District,Casual Dining,Wed,morning,06:00-11:00,3.0,Minimal
Financial District,Casual Dining,Wed,midday,11:00-16:00,20.6,Light
Financial District,Casual Dining,Wed,dinner,16:00-21:00,15.1,Minimal
Financial District,Casual Dining,Wed,late,21:00-02:00,0.4,Minimal
Financial District,Casual Dining,Thu,morning,06:00-11:00,3.6,Minimal
Financial District,Casual Dining,Thu,midday,11:00-16:00,23.6,Light
Financial District,Casual Dining,Thu,dinner,16:00-21:00,18.3,Minimal
Financial District,Casual Dining,Thu,late,21:00-02:00,0.6,Minimal
Financial District,Casual Dining,Fri,morning,06:00-11:00,4.2,Minimal
Financial District,Casual Dining,Fri,midday,11:00-16:00,24.1,Light
Financial District,Casual Dining,Fri,dinner,16:00-21:00,21.2,Light
Financial District,Casual Dining,Fri,late,21:00-02:00,0.9,Minimal
Financial District,Casual Dining,Sat,morning,06:00-11:00,4.4,Minimal
Financial District,Casual Dining,Sat,midday,11:00-16:00,29.7,Light
Financial District,Casual Dining,Sat,dinner,16:00-21:00,21.0,Light
Financial District,Casual Dining,Sat,late,21:00-02:00,0.8,Minimal
Financial District,Casual Dining,Sun,morning,06:00-11:00,2.9,Minimal
Financial District,Casual Dining,Sun,midday,11:00-16:00,22.6,Light
Financial District,Casual Dining,Sun,dinner,16:00-21:00,14.6,Minimal
Financial District,Casual Dining,Sun,late,21:00-02:00,0.2,Minimal
Financial District,Fast Casual,Mon,morning,06:00-11:00,6.3,Minimal
Financial District,Fast Casual,Mon,midday,11:00-16:00,39.8,Light
Financial District,Fast Casual,Mon,dinner,16:00-21:00,8.1,Minimal
Financial District,Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Tue,morning,06:00-11:00,7.4,Minimal
Financial District,Fast Casual,Tue,midday,11:00-16:00,47.3,Moderate
Financial District,Fast Casual,Tue,dinner,16:00-21:00,9.7,Minimal
Financial District,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Wed,morning,06:00-11:00,8.3,Minimal
Financial District,Fast Casual,Wed,midday,11:00-16:00,52.8,Moderate
Financial District,Fast Casual,Wed,dinner,16:00-21:00,10.8,Minimal
Financial District,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Thu,morning,06:00-11:00,7.8,Minimal
Financial District,Fast Casual,Thu,midday,11:00-16:00,46.1,Moderate
Financial District,Fast Casual,Thu,dinner,16:00-21:00,11.8,Minimal
Financial District,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Fri,morning,06:00-11:00,6.7,Minimal
Financial District,Fast Casual,Fri,midday,11:00-16:00,39.7,Light
Financial District,Fast Casual,Fri,dinner,16:00-21:00,10.2,Minimal
Financial District,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Sat,morning,06:00-11:00,3.9,Minimal
Financial District,Fast Casual,Sat,midday,11:00-16:00,27.8,Light
Financial District,Fast Casual,Sat,dinner,16:00-21:00,9.2,Minimal
Financial District,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Financial District,Fast Casual,Sun,morning,06:00-11:00,2.6,Minimal
Financial District,Fast Casual,Sun,midday,11:00-16:00,18.7,Minimal
Financial District,Fast Casual,Sun,dinner,16:00-21:00,6.2,Minimal
Financial District,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Mon,morning,06:00-11:00,26.0,Light
Financial District,Coffee Shop,Mon,midday,11:00-16:00,22.6,Light
Financial District,Coffee Shop,Mon,dinner,16:00-21:00,2.2,Minimal
Financial District,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Tue,morning,06:00-11:00,29.8,Light
Financial District,Coffee Shop,Tue,midday,11:00-16:00,26.0,Light
Financial District,Coffee Shop,Tue,dinner,16:00-21:00,2.5,Minimal
Financial District,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Wed,morning,06:00-11:00,33.2,Light
Financial District,Coffee Shop,Wed,midday,11:00-16:00,28.9,Light
Financial District,Coffee Shop,Wed,dinner,16:00-21:00,2.8,Minimal
Financial District,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Thu,morning,06:00-11:00,29.9,Light
Financial District,Coffee Shop,Thu,midday,11:00-16:00,26.9,Light
Financial District,Coffee Shop,Thu,dinner,16:00-21:00,3.5,Minimal
Financial District,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Fri,morning,06:00-11:00,24.3,Light
Financial District,Coffee Shop,Fri,midday,11:00-16:00,23.1,Light
Financial District,Coffee Shop,Fri,dinner,16:00-21:00,4.1,Minimal
Financial District,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Sat,morning,06:00-11:00,16.4,Minimal
Financial District,Coffee Shop,Sat,midday,11:00-16:00,21.0,Light
Financial District,Coffee Shop,Sat,dinner,16:00-21:00,3.5,Minimal
Financial District,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Financial District,Coffee Shop,Sun,morning,06:00-11:00,10.5,Minimal
Financial District,Coffee Shop,Sun,midday,11:00-16:00,15.4,Minimal
Financial District,Coffee Shop,Sun,dinner,16:00-21:00,2.4,Minimal
Financial District,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,11.5,Minimal
Financial District,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,13.8,Minimal
Financial District,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.4,Minimal
Financial District,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,12.2,Minimal
Financial District,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,14.6,Minimal
Financial District,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.4,Minimal
Financial District,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,13.8,Minimal
Financial District,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,16.6,Minimal
Financial District,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.4,Minimal
Financial District,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,15.9,Minimal
Financial District,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,20.7,Light
Financial District,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,1.0,Minimal
Financial District,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,18.5,Minimal
Financial District,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,27.3,Light
Financial District,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,2.0,Minimal
Financial District,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,26.2,Light
Financial District,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,61.5,Moderate
Financial District,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,2.3,Minimal
Financial District,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Financial District,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,22.5,Light
Financial District,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,61.2,Moderate
Financial District,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,1.6,Minimal
Financial District,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Financial District,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Mon,midday,11:00-16:00,9.9,Minimal
Financial District,Sports Bar,Mon,dinner,16:00-21:00,11.3,Minimal
Financial District,Sports Bar,Mon,late,21:00-02:00,0.7,Minimal
Financial District,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Tue,midday,11:00-16:00,10.1,Minimal
Financial District,Sports Bar,Tue,dinner,16:00-21:00,11.2,Minimal
Financial District,Sports Bar,Tue,late,21:00-02:00,0.7,Minimal
Financial District,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Wed,midday,11:00-16:00,11.7,Minimal
Financial District,Sports Bar,Wed,dinner,16:00-21:00,12.9,Minimal
Financial District,Sports Bar,Wed,late,21:00-02:00,0.8,Minimal
Financial District,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Thu,midday,11:00-16:00,12.8,Minimal
Financial District,Sports Bar,Thu,dinner,16:00-21:00,16.6,Minimal
Financial District,Sports Bar,Thu,late,21:00-02:00,1.2,Minimal
Financial District,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Fri,midday,11:00-16:00,17.0,Minimal
Financial District,Sports Bar,Fri,dinner,16:00-21:00,17.3,Minimal
Financial District,Sports Bar,Fri,late,21:00-02:00,2.9,Minimal
Financial District,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Sat,midday,11:00-16:00,23.6,Light
Financial District,Sports Bar,Sat,dinner,16:00-21:00,18.7,Minimal
Financial District,Sports Bar,Sat,late,21:00-02:00,2.9,Minimal
Financial District,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Financial District,Sports Bar,Sun,midday,11:00-16:00,17.4,Minimal
Financial District,Sports Bar,Sun,dinner,16:00-21:00,17.1,Minimal
Financial District,Sports Bar,Sun,late,21:00-02:00,1.1,Minimal
Financial District,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Financial District,Cocktail Lounge,Mon,midday,11:00-16:00,0.3,Minimal
